id,true_target_has_exit,true_target_has_round,true_target_funding_delta_upper_q,true_target_valuation_delta_upper_q,true_target_employee_delta_upper_q,proba_target_has_exit,proba_target_has_round,proba_target_funding_delta_upper_q,proba_target_valuation_delta_upper_q,proba_target_employee_delta_upper_q,pred_target_has_exit,pred_target_has_round,pred_target_funding_delta_upper_q,pred_target_valuation_delta_upper_q,pred_target_employee_delta_upper_q,avg_true,avg_proba,avg_pred,name,valuation_usd,company_status,ID,Total funding (USD M),Employees latest number
886951,0.0,0.0,,,0.0,0.6677300333976746,0.391682893037796,,,0.4626563290754954,1.0,1.0,,,0.3333333333333333,0.0,0.5073564185036553,0.7777777777777778,BON GAMES,7000000.0,operational,886951,1.4,1.0
886963,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3760842680931091,0.5114508271217346,0.5468800763289133,0.3840105930964152,0.38459400335947674,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.39999999999999997,0.4406039535999298,0.4666666666666666,Brella,50000000.0,operational,886963,11.32,58.0
886969,0.0,1.0,0.0,,0.0,0.5277590453624725,0.5685368776321411,0.5171431452035904,,0.43682119498650235,0.5,1.0,0.5,,0.3333333333333333,0.25,0.5125650657961766,0.5833333333333334,BroadBit Batteries,4125000.0,operational,886969,3.58,10.0
887012,0.0,0.0,,,0.16666666666666666,0.4711020290851593,0.3928207010030746,,,0.3201874072353045,0.5,0.5,,,0.3333333333333333,0.05555555555555555,0.3947033791078461,0.4444444444444444,Infrakit,,operational,887012,12.14,50.0
887042,1.0,1.0,,,0.3333333333333333,0.4626782238483429,0.6221870183944702,,,0.3411871114124854,0.0,1.0,,,0.6666666666666666,0.7777777777777778,0.47535078455176616,0.5555555555555555,Disior,9350000.0,acquired,887042,2.75,27.0
887053,0.0,0.0,,,0.3333333333333333,0.0152770821005105,0.5254201292991638,,,0.32158397634824115,0.0,1.0,,,0.0,0.1111111111111111,0.2874270625826385,0.3333333333333333,DOCYET,,operational,887053,2.07,26.0
887104,0.0,1.0,1.0,1.0,0.8333333333333334,0.49823732674121857,0.640328973531723,0.8851853807767233,0.7596211532751719,0.818414698044459,0.5,1.0,1.0,1.0,1.0,0.7666666666666667,0.7203575064738591,0.9,Enfuce,247500000.0,operational,887104,77.0,160.0
887269,0.0,0.5,,,0.0,0.37453062832355494,0.5618643760681152,,,0.3524819475909074,0.0,1.0,,,0.3333333333333333,0.16666666666666666,0.42962565066085917,0.4444444444444444,Glostars,,operational,887269,0.07,4.0
887271,0.0,0.5,0.0,0.6666666666666666,0.0,0.45175768435001373,0.4857033640146255,0.29466542104880006,0.24896019200483954,0.4120960235595703,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.2333333333333333,0.3786365369955698,0.3333333333333333,Gobi Stories,60917450.0,operational,887271,2.48,5.0
887274,0.0,0.0,,,0.0,0.4879361540079116,0.48981253802776337,,,0.3565025180578232,0.0,1.0,,,0.16666666666666666,0.0,0.4447504033644994,0.3888888888888889,GoDigitalChina AS,,operational,887274,0.19,8.0
887367,0.0,0.0,,,1.0,0.6200960874557495,0.5277798175811768,,,0.6120214064915975,0.0,1.0,,,0.6666666666666666,0.3333333333333333,0.5866324371761746,0.5555555555555555,HoxHunt,200000000.0,operational,887367,43.13,251.0
887454,0.0,1.0,,,0.0,0.3377878367900848,0.2755720317363739,,,0.19892006615797678,0.0,0.0,,,0.0,0.3333333333333333,0.2707599782281452,0.0,JoyHaptics Ltd,1750000.0,operational,887454,0.45,2.0
887498,0.0,0.0,,,0.0,0.4052643775939941,0.5045493245124817,,,0.43908323844273883,0.0,1.0,,,0.3333333333333333,0.0,0.44963231351640487,0.4444444444444444,KomeroFood,1000000.0,operational,887498,0.4,1.0
887632,0.0,0.0,,,0.3333333333333333,0.5053257346153259,0.6441637277603149,,,0.7055489619572958,0.0,1.0,,,1.0,0.1111111111111111,0.6183461414443122,0.6666666666666666,MOANK,53000000.0,operational,887632,10.6,28.0
888618,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0823051333427429,0.5841723084449768,0.21645640333493543,0.4114871819814046,0.2860020001729329,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3160846054553985,0.26666666666666666,Neuro Event Labs,21450000.0,operational,888618,7.02,30.0
888783,0.0,0.0,,,0.0,0.5367535054683685,0.6345372200012207,,,0.5328428546587626,0.0,1.0,,,0.6666666666666666,0.0,0.5680445267094506,0.5555555555555555,Odds Reactor,,operational,888783,0.22,9.0
888929,0.0,0.5,,,0.0,0.5159460082650185,0.5499567091464996,,,0.5289754470189413,0.5,1.0,,,0.4166666666666667,0.16666666666666666,0.5316260548101531,0.638888888888889,Popit,5500000.0,operational,888929,1.12,2.0
889013,0.0,0.0,,,0.0,0.3340651392936706,0.39996714890003204,,,0.20426573107639945,0.0,0.5,,,0.0,0.0,0.3127660064233674,0.16666666666666666,Returnado,907591.0,acquired,889013,0.19,5.0
889052,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4498641788959503,0.49326279759407043,0.4942874113718669,0.42937468985716504,0.5070406645536423,0.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.7,0.474765948454539,0.4333333333333333,SAVR,98019802.0,acquired,889052,26.73,53.0
889136,0.0,0.0,,,0.0,0.4404916316270828,0.58314648270607,,,0.43054905037085217,0.0,1.0,,,0.5,0.0,0.484729054901335,0.5,Sniffie Software,13750000.0,operational,889136,2.75,17.0
889211,0.0,0.0,,,0.0,0.48155835270881653,0.23012170195579526,,,0.3578059325615565,0.0,0.0,,,0.3333333333333333,0.0,0.35649532907538944,0.1111111111111111,Superplus Games,23500000.0,operational,889211,4.7,8.0
889464,0.0,0.0,,,1.0,0.4461742043495178,0.48686228692531586,,,0.42663642515738803,0.0,1.0,,,0.6666666666666666,0.3333333333333333,0.4532243054774072,0.5555555555555555,Youpret,880000.0,operational,889464,0.18,165.0
890107,0.0,0.0,,,0.0,0.41869932413101196,0.15127080678939814,,,0.15695045515894887,0.0,0.0,,,0.0,0.0,0.24230686202645302,0.0,GeneCon International GmbH,,operational,890107,0.55,2.0
890953,0.0,1.0,0.0,0.0,0.0,0.47284500300884247,0.5334192514419556,0.2931669577956199,0.3470586519688368,0.36092404772837955,0.0,1.0,0.0,0.16666666666666666,0.3333333333333333,0.2,0.4014827823887269,0.3,Eyr,26622662.0,operational,890953,7.99,52.0
891160,0.0,0.0,,,0.3333333333333333,0.38854710757732386,0.5493543595075607,,,0.7230708201726278,0.0,1.0,,,0.8333333333333334,0.1111111111111111,0.5536574290858375,0.6111111111111112,Dugga,25500000.0,operational,891160,6.2,28.0
891288,0.0,0.0,,,0.0,0.4625546336174011,0.4576482474803924,,,0.5476181705792745,0.0,1.0,,,1.0,0.0,0.4892736838923561,0.6666666666666666,Learningbank,22000000.0,operational,891288,6.46,36.0
891351,0.0,0.0,,,0.0,0.440798819065094,0.8406132459640503,,,0.6156256397565206,0.0,1.0,,,0.6666666666666666,0.0,0.6323459015952216,0.5555555555555555,Ufleet,,operational,891351,0.06,7.0
891993,0.0,1.0,0.6666666666666666,,1.0,0.5445998311042786,0.5055916905403137,0.8258631825447083,,0.6958399613698324,0.5,1.0,1.0,,1.0,0.6666666666666666,0.6429736663897833,0.875,Too Good To Go,155000000.0,operational,891993,75.3,1971.0
892049,0.0,0.0,,,0.0,0.5127328038215637,0.5197210311889648,,,0.6057883103688558,0.0,1.0,,,0.6666666666666666,0.0,0.5460807151264615,0.5555555555555555,Wundercurves,5500000.0,operational,892049,1.1,3.0
892491,0.0,0.6666666666666666,0.3333333333333333,0.0,0.8888888888888888,0.5686398148536682,0.6604146957397461,0.7738586962223053,0.6674282650152842,0.754394166999393,0.3333333333333333,1.0,1.0,1.0,1.0,0.37777777777777777,0.6849471277660794,0.8666666666666666,Yago,12100000.0,operational,892491,4.62,120.0
892495,0.0,0.0,,,0.0,0.3122706711292267,0.4855276644229889,,,0.5008657077948252,0.0,1.0,,,0.3333333333333333,0.0,0.43288801444901354,0.4444444444444444,June Energy,11550000.0,operational,892495,7.18,12.0
892521,0.0,0.0,,,0.3333333333333333,0.4288566708564758,0.6262604594230652,,,0.5131205320358276,0.0,1.0,,,0.6666666666666666,0.1111111111111111,0.5227458874384562,0.5555555555555555,Ambassify,11000000.0,operational,892521,2.2,26.0
892537,0.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5006335824728012,0.5627419650554657,0.7947932680447897,0.7661243478457133,0.7869361142317454,0.0,1.0,0.6666666666666666,1.0,1.0,0.4999999999999999,0.682245855530103,0.7333333333333333,Mavenoid,150000000.0,operational,892537,39.6,65.0
